YEAR,Wine Class,Grape Variety,Region,Band,Income_R_per_t,average_annual_growth_percent
2025,White,Chardonnay,OLIFANTSRIVER,High,6329,5.785411266
2025,White,Chenin Blanc,OLIFANTSRIVER,High,5603,5.604221774
2025,White,Clairette blanche,OLIFANTSRIVER,High,11517,5.143443998
2025,White,Colombar,OLIFANTSRIVER,High,5603,5.08784345
2025,White,Palomino,OLIFANTSRIVER,High,7055,13.93128617
2025,White,Gewurztraminer,OLIFANTSRIVER,High,7055,1.654080579
2025,White,Muscat d'Alexandrie,OLIFANTSRIVER,High,5603,6.555213046
2025,White,Muscat de Frontignan,OLIFANTSRIVER,High,12969,4.78359677
2025,White,Pinot gris,OLIFANTSRIVER,High,7055,2.419137109
2025,White,Sauvignon blanc,OLIFANTSRIVER,High,7055,2.342153144
2025,White,Sémillon,OLIFANTSRIVER,High,11517,3.602688019
2025,White,Viognier,OLIFANTSRIVER,High,5603,2.651177333
2025,White,Riesling,OLIFANTSRIVER,High,13696,3.861790257
2025,White,Other White,OLIFANTSRIVER,High,5603,4.78359677
2025,Red,Cabernet Franc,OLIFANTSRIVER,High,14422,6.740954404
2025,Red,Cabernet Sauvignon,OLIFANTSRIVER,High,7055,4.001488601
2025,Red,Carignan,OLIFANTSRIVER,High,6329,2.175284425
2025,Red,Cinsaut,OLIFANTSRIVER,High,6329,7.315549254
2025,Red,Gamay noir,OLIFANTSRIVER,High,10791,7.635756099
2025,Red,Merlot,OLIFANTSRIVER,High,6329,4.740375375
2025,Red,Petit Verdot,OLIFANTSRIVER,High,9338,5.586133104
2025,Red,Pinot noir,OLIFANTSRIVER,High,6329,3.429550497
2025,Red,Pinotage,OLIFANTSRIVER,High,6329,4.481906953
2025,Red,Roobernet,OLIFANTSRIVER,High,7055,2.917788064
2025,Red,Ruby Cabernet,OLIFANTSRIVER,High,4876,5.521612942
2025,Red,Shiraz,OLIFANTSRIVER,High,7055,4.341631119
2025,Red,Tinta Barocca,OLIFANTSRIVER,High,11517,3.772121088
2025,Red,Other Red,OLIFANTSRIVER,High,7055,4.119078911
2025,White,Bukettraube,NORTHERN CAPE,Low ,4877,28.10008732
2025,White,Crouchen,NORTHERN CAPE,Low ,11518,1.67390522
2025,White,Chardonnay,NORTHERN CAPE,Low ,4877,5.785411266
2025,White,Chenin Blanc,NORTHERN CAPE,Low ,4151,3.650045189
2025,White,Clairette blanche,NORTHERN CAPE,Low ,6330,5.143443998
2025,White,Colombar,NORTHERN CAPE,Low ,4151,2.20501043
2025,White,Palomino,NORTHERN CAPE,Low ,4877,13.93128617
2025,White,Gewurztraminer,NORTHERN CAPE,Low ,6330,1.654080579
2025,White,Muscat d'Alexandrie,NORTHERN CAPE,Low ,4877,7.034381804
2025,White,Muscat de Frontignan,NORTHERN CAPE,Low ,4877,4.162168602
2025,White,Pinot gris,NORTHERN CAPE,Low ,6330,2.419137109
2025,White,Sauvignon blanc,NORTHERN CAPE,Low ,5604,4.513030272
2025,White,Sémillon,NORTHERN CAPE,Low ,5604,7.312210745
2025,White,Viognier,NORTHERN CAPE,Low ,4877,5.675594663
2025,White,Riesling,NORTHERN CAPE,Low ,8613,3.861790257
2025,White,Other White,NORTHERN CAPE,Low ,4877,4.162168602
2025,Red,Cabernet Franc,NORTHERN CAPE,Low ,8613,6.740954404
2025,Red,Cabernet Sauvignon,NORTHERN CAPE,Low ,6330,5.632414277
2025,Red,Carignan,NORTHERN CAPE,Low ,5604,4.068790358
2025,Red,Cinsaut,NORTHERN CAPE,Low ,5604,7.315549254
2025,Red,Gamay noir,NORTHERN CAPE,Low ,10065,7.635756099
2025,Red,Merlot,NORTHERN CAPE,Low ,5604,6.613480924
2025,Red,Petit Verdot,NORTHERN CAPE,Low ,7056,5.586133104
2025,Red,Pinot noir,NORTHERN CAPE,Low ,5604,5.017758724
2025,Red,Pinotage,NORTHERN CAPE,Low ,4877,4.898691969
2025,Red,Roobernet,NORTHERN CAPE,Low ,6330,2.917788064
2025,Red,Ruby Cabernet,NORTHERN CAPE,Low ,4151,6.784304763
2025,Red,Shiraz,NORTHERN CAPE,Low ,5604,4.341631119
2025,Red,Tinta Barocca,NORTHERN CAPE,Low ,4877,3.772121088
2025,Red,Other Red,NORTHERN CAPE,Low ,5604,4.119078911
2025,White,Bukettraube,NORTHERN CAPE,High,5603,28.10008732
2025,White,Crouchen,NORTHERN CAPE,High,14422,1.67390522
2025,White,Chardonnay,NORTHERN CAPE,High,6329,5.785411266
2025,White,Chenin Blanc,NORTHERN CAPE,High,5603,3.650045189
2025,White,Clairette blanche,NORTHERN CAPE,High,11517,5.143443998
2025,White,Colombar,NORTHERN CAPE,High,5603,2.20501043
2025,White,Palomino,NORTHERN CAPE,High,7055,13.93128617
2025,White,Gewurztraminer,NORTHERN CAPE,High,7055,1.654080579
2025,White,Muscat d'Alexandrie,NORTHERN CAPE,High,5603,7.034381804
2025,White,Muscat de Frontignan,NORTHERN CAPE,High,12969,4.162168602
2025,White,Pinot gris,NORTHERN CAPE,High,7055,2.419137109
2025,White,Sauvignon blanc,NORTHERN CAPE,High,7055,4.513030272
2025,White,Sémillon,NORTHERN CAPE,High,11517,7.312210745
2025,White,Viognier,NORTHERN CAPE,High,5603,5.675594663
2025,White,Riesling,NORTHERN CAPE,High,13696,3.861790257
2025,White,Other White,NORTHERN CAPE,High,5603,4.162168602
2025,Red,Cabernet Franc,NORTHERN CAPE,High,14422,6.740954404
2025,Red,Cabernet Sauvignon,NORTHERN CAPE,High,7055,5.632414277
2025,Red,Carignan,NORTHERN CAPE,High,6329,4.068790358
2025,Red,Cinsaut,NORTHERN CAPE,High,6329,7.315549254
2025,Red,Gamay noir,NORTHERN CAPE,High,10791,7.635756099
2025,Red,Merlot,NORTHERN CAPE,High,6329,6.613480924
2025,Red,Petit Verdot,NORTHERN CAPE,High,9338,5.586133104
2025,Red,Pinot noir,NORTHERN CAPE,High,6329,5.017758724
2025,Red,Pinotage,NORTHERN CAPE,High,6329,4.898691969
2025,Red,Roobernet,NORTHERN CAPE,High,7055,2.917788064
2025,Red,Ruby Cabernet,NORTHERN CAPE,High,4876,6.784304763
2025,Red,Shiraz,NORTHERN CAPE,High,7055,4.341631119
2025,Red,Tinta Barocca,NORTHERN CAPE,High,11517,3.772121088
2025,Red,Other Red,NORTHERN CAPE,High,7055,4.119078911
2025,White,Bukettraube,KLEIN KAROO   ,Low ,5055,28.10008732
2025,White,Crouchen,KLEIN KAROO   ,Low ,11518,1.67390522
2025,White,Chardonnay,KLEIN KAROO   ,Low ,8613,5.785411266
2025,White,Chenin Blanc,KLEIN KAROO   ,Low ,4151,5.604221774
2025,White,Clairette blanche,KLEIN KAROO   ,Low ,6330,5.143443998
2025,White,Colombar,KLEIN KAROO   ,Low ,4151,6.056868942
2025,White,Palomino,KLEIN KAROO   ,Low ,5055,13.93128617
2025,White,Gewurztraminer,KLEIN KAROO   ,Low ,6330,1.654080579
2025,White,Muscat d'Alexandrie,KLEIN KAROO   ,Low ,3425,0.926442462
2025,White,Muscat de Frontignan,KLEIN KAROO   ,Low ,4877,4.78359677
2025,White,Pinot gris,KLEIN KAROO   ,Low ,5710,2.419137109
2025,White,Sauvignon blanc,KLEIN KAROO   ,Low ,7886,2.38829202
2025,White,Sémillon,KLEIN KAROO   ,Low ,7886,7.312210745
2025,White,Viognier,KLEIN KAROO   ,Low ,8613,0
2025,White,Riesling,KLEIN KAROO   ,Low ,4877,3.861790257
2025,White,Other White,KLEIN KAROO   ,Low ,4877,4.78359677
2025,Red,Cabernet Franc,KLEIN KAROO   ,Low ,17328,6.740954404
2025,Red,Cabernet Sauvignon,KLEIN KAROO   ,Low ,5604,5.632414277
2025,Red,Carignan,KLEIN KAROO   ,Low ,5604,4.068790358
2025,Red,Cinsaut,KLEIN KAROO   ,Low ,7056,7.315549254
2025,Red,Gamay noir,KLEIN KAROO   ,Low ,10065,7.635756099
2025,Red,Merlot,KLEIN KAROO   ,Low ,9339,0.142503809
2025,Red,Petit Verdot,KLEIN KAROO   ,Low ,8613,5.586133104
2025,Red,Pinot noir,KLEIN KAROO   ,Low ,8613,5.017758724
2025,Red,Pinotage,KLEIN KAROO   ,Low ,6330,4.898691969
2025,Red,Roobernet,KLEIN KAROO   ,Low ,6330,2.917788064
2025,Red,Ruby Cabernet,KLEIN KAROO   ,Low ,4877,6.784304763
2025,Red,Shiraz,KLEIN KAROO   ,Low ,7886,3.396773676
2025,Red,Tinta Barocca,KLEIN KAROO   ,Low ,4877,3.772121088
2025,Red,Other Red,KLEIN KAROO   ,Low ,4877,4.119078911
2025,White,Bukettraube,KLEIN KAROO   ,High,7055,28.10008732
2025,White,Crouchen,KLEIN KAROO   ,High,14422,1.67390522
2025,White,Chardonnay,KLEIN KAROO   ,High,10064,5.785411266
2025,White,Chenin Blanc,KLEIN KAROO   ,High,5603,5.604221774
2025,White,Clairette blanche,KLEIN KAROO   ,High,7055,5.143443998
2025,White,Colombar,KLEIN KAROO   ,High,4876,6.056868942
2025,White,Palomino,KLEIN KAROO   ,High,8612,13.93128617
2025,White,Gewurztraminer,KLEIN KAROO   ,High,7055,1.654080579
2025,White,Muscat d'Alexandrie,KLEIN KAROO   ,High,7055,0.926442462
2025,White,Muscat de Frontignan,KLEIN KAROO   ,High,5603,4.78359677
2025,White,Pinot gris,KLEIN KAROO   ,High,7055,2.419137109
2025,White,Sauvignon blanc,KLEIN KAROO   ,High,12969,2.38829202
2025,White,Sémillon,KLEIN KAROO   ,High,11517,7.312210745
2025,White,Viognier,KLEIN KAROO   ,High,13696,0
2025,White,Riesling,KLEIN KAROO   ,High,9338,3.861790257
2025,White,Other White,KLEIN KAROO   ,High,7055,4.78359677
2025,Red,Cabernet Franc,KLEIN KAROO   ,High,19506,6.740954404
2025,Red,Cabernet Sauvignon,KLEIN KAROO   ,High,10064,5.632414277
2025,Red,Carignan,KLEIN KAROO   ,High,6329,4.068790358
2025,Red,Cinsaut,KLEIN KAROO   ,High,10064,7.315549254
2025,Red,Gamay noir,KLEIN KAROO   ,High,10791,7.635756099
2025,Red,Merlot,KLEIN KAROO   ,High,10064,0.142503809
2025,Red,Petit Verdot,KLEIN KAROO   ,High,9338,5.586133104
2025,Red,Pinot noir,KLEIN KAROO   ,High,14422,5.017758724
2025,Red,Pinotage,KLEIN KAROO   ,High,8612,4.898691969
2025,Red,Roobernet,KLEIN KAROO   ,High,7055,2.917788064
2025,Red,Ruby Cabernet,KLEIN KAROO   ,High,5603,6.784304763
2025,Red,Shiraz,KLEIN KAROO   ,High,12243,3.396773676
2025,Red,Tinta Barocca,KLEIN KAROO   ,High,5603,3.772121088
2025,Red,Other Red,KLEIN KAROO   ,High,8612,4.119078911
2025,White,Bukettraube,PAARL         ,Low ,5709,28.10008732
2025,White,Crouchen,PAARL         ,Low ,11518,1.67390522
2025,White,Chardonnay,PAARL         ,Low ,6330,5.178360631
2025,White,Chenin Blanc,PAARL         ,Low ,4151,1.122470199
2025,White,Clairette blanche,PAARL         ,Low ,10792,5.143443998
2025,White,Colombar,PAARL         ,Low ,4877,3.507791916
2025,White,Palomino,PAARL         ,Low ,19507,13.93128617
2025,White,Gewurztraminer,PAARL         ,Low ,6330,1.654080579
2025,White,Muscat d'Alexandrie,PAARL         ,Low ,4877,5.58061859
2025,White,Muscat de Frontignan,PAARL         ,Low ,5604,4.78359677
2025,White,Pinot gris,PAARL         ,Low ,5604,0
2025,White,Sauvignon blanc,PAARL         ,Low ,6330,4.144639151
2025,White,Sémillon,PAARL         ,Low ,9339,7.312210745
2025,White,Viognier,PAARL         ,Low ,4877,4.534050093
2025,White,Riesling,PAARL         ,Low ,19507,0
2025,White,Other White,PAARL         ,Low ,4877,4.78359677
2025,Red,Cabernet Franc,PAARL         ,Low ,5604,4.836634371
2025,Red,Cabernet Sauvignon,PAARL         ,Low ,6330,5.343336843
2025,Red,Carignan,PAARL         ,Low ,5604,4.068790358
2025,Red,Cinsaut,PAARL         ,Low ,5604,6.611595342
2025,Red,Gamay noir,PAARL         ,Low ,10065,7.635756099
2025,Red,Merlot,PAARL         ,Low ,5604,5.072065974
2025,Red,Petit Verdot,PAARL         ,Low ,6330,3.537499771
2025,Red,Pinot noir,PAARL         ,Low ,7056,4.864400109
2025,Red,Pinotage,PAARL         ,Low ,5604,3.814961747
2025,Red,Roobernet,PAARL         ,Low ,6330,2.917788064
2025,Red,Ruby Cabernet,PAARL         ,Low ,4151,6.784304763
2025,Red,Shiraz,PAARL         ,Low ,5604,3.482518115
2025,Red,Tinta Barocca,PAARL         ,Low ,4877,3.772121088
2025,Red,Other Red,PAARL         ,Low ,5604,3.175263384
2025,White,Bukettraube,PAARL         ,High,6329,28.10008732
2025,White,Crouchen,PAARL         ,High,14422,1.67390522
2025,White,Chardonnay,PAARL         ,High,8612,5.178360631
2025,White,Chenin Blanc,PAARL         ,High,5603,1.122470199
2025,White,Clairette blanche,PAARL         ,High,15148,5.143443998
2025,White,Colombar,PAARL         ,High,5603,3.507791916
2025,White,Palomino,PAARL         ,High,8612,13.93128617
2025,White,Gewurztraminer,PAARL         ,High,7055,1.654080579
2025,White,Muscat d'Alexandrie,PAARL         ,High,7885,5.58061859
2025,White,Muscat de Frontignan,PAARL         ,High,6329,4.78359677
2025,White,Pinot gris,PAARL         ,High,6329,0
2025,White,Sauvignon blanc,PAARL         ,High,7885,4.144639151
2025,White,Sémillon,PAARL         ,High,11517,7.312210745
2025,White,Viognier,PAARL         ,High,6329,4.534050093
2025,White,Riesling,PAARL         ,High,13696,0
2025,White,Other White,PAARL         ,High,6329,4.78359677
2025,Red,Cabernet Franc,PAARL         ,High,7055,4.836634371
2025,Red,Cabernet Sauvignon,PAARL         ,High,8612,5.343336843
2025,Red,Carignan,PAARL         ,High,12969,4.068790358
2025,Red,Cinsaut,PAARL         ,High,7885,6.611595342
2025,Red,Gamay noir,PAARL         ,High,10791,7.635756099
2025,Red,Merlot,PAARL         ,High,8612,5.072065974
2025,Red,Petit Verdot,PAARL         ,High,9338,3.537499771
2025,Red,Pinot noir,PAARL         ,High,10064,4.864400109
2025,Red,Pinotage,PAARL         ,High,6329,3.814961747
2025,Red,Roobernet,PAARL         ,High,7055,2.917788064
2025,Red,Ruby Cabernet,PAARL         ,High,4876,6.784304763
2025,Red,Shiraz,PAARL         ,High,7885,3.482518115
2025,Red,Tinta Barocca,PAARL         ,High,18780,3.772121088
2025,Red,Other Red,PAARL         ,High,7885,3.175263384
2025,White,Bukettraube,STELLENBOSCH  ,Low ,7548,28.10008732
2025,White,Crouchen,STELLENBOSCH  ,Low ,11518,0
2025,White,Chardonnay,STELLENBOSCH  ,Low ,10065,5.785411266
2025,White,Chenin Blanc,STELLENBOSCH  ,Low ,7056,5.604221774
2025,White,Clairette blanche,STELLENBOSCH  ,Low ,9339,5.143443998
2025,White,Colombar,STELLENBOSCH  ,Low ,7056,6.056868942
2025,White,Palomino,STELLENBOSCH  ,Low ,7548,13.93128617
2025,White,Gewurztraminer,STELLENBOSCH  ,Low ,10065,1.654080579
2025,White,Muscat d'Alexandrie,STELLENBOSCH  ,Low ,8613,7.034381804
2025,White,Muscat de Frontignan,STELLENBOSCH  ,Low ,4877,4.78359677
2025,White,Pinot gris,STELLENBOSCH  ,Low ,6330,2.419137109
2025,White,Sauvignon blanc,STELLENBOSCH  ,Low ,7886,4.348863294
2025,White,Sémillon,STELLENBOSCH  ,Low ,7886,7.084068628
2025,White,Viognier,STELLENBOSCH  ,Low ,5604,5.675594663
2025,White,Riesling,STELLENBOSCH  ,Low ,10792,3.861790257
2025,White,Other White,STELLENBOSCH  ,Low ,6330,4.78359677
2025,Red,Cabernet Franc,STELLENBOSCH  ,Low ,9339,6.740954404
2025,Red,Cabernet Sauvignon,STELLENBOSCH  ,Low ,9339,5.632414277
2025,Red,Carignan,STELLENBOSCH  ,Low ,9995,0
2025,Red,Cinsaut,STELLENBOSCH  ,Low ,8613,7.315549254
2025,Red,Gamay noir,STELLENBOSCH  ,Low ,10065,6.642633342
2025,Red,Merlot,STELLENBOSCH  ,Low ,8613,6.613480924
2025,Red,Petit Verdot,STELLENBOSCH  ,Low ,8613,5.586133104
2025,Red,Pinot noir,STELLENBOSCH  ,Low ,8613,4.470132118
2025,Red,Pinotage,STELLENBOSCH  ,Low ,8613,4.898691969
2025,Red,Roobernet,STELLENBOSCH  ,Low ,9995,2.917788064
2025,Red,Ruby Cabernet,STELLENBOSCH  ,Low ,9995,6.784304763
2025,Red,Shiraz,STELLENBOSCH  ,Low ,6330,4.341631119
2025,Red,Tinta Barocca,STELLENBOSCH  ,Low ,7056,3.772121088
2025,Red,Other Red,STELLENBOSCH  ,Low ,8613,4.119078911
2025,White,Bukettraube,STELLENBOSCH  ,High,7885,28.10008732
2025,White,Crouchen,STELLENBOSCH  ,High,14422,0
2025,White,Chardonnay,STELLENBOSCH  ,High,12243,5.785411266
2025,White,Chenin Blanc,STELLENBOSCH  ,High,9338,5.604221774
2025,White,Clairette blanche,STELLENBOSCH  ,High,10064,5.143443998
2025,White,Colombar,STELLENBOSCH  ,High,7885,6.056868942
2025,White,Palomino,STELLENBOSCH  ,High,8612,13.93128617
2025,White,Gewurztraminer,STELLENBOSCH  ,High,10791,1.654080579
2025,White,Muscat d'Alexandrie,STELLENBOSCH  ,High,11517,7.034381804
2025,White,Muscat de Frontignan,STELLENBOSCH  ,High,5603,4.78359677
2025,White,Pinot gris,STELLENBOSCH  ,High,8612,2.419137109
2025,White,Sauvignon blanc,STELLENBOSCH  ,High,10791,4.348863294
2025,White,Sémillon,STELLENBOSCH  ,High,10791,7.084068628
2025,White,Viognier,STELLENBOSCH  ,High,8612,5.675594663
2025,White,Riesling,STELLENBOSCH  ,High,13696,3.861790257
2025,White,Other White,STELLENBOSCH  ,High,7885,4.78359677
2025,Red,Cabernet Franc,STELLENBOSCH  ,High,15148,6.740954404
2025,Red,Cabernet Sauvignon,STELLENBOSCH  ,High,13696,5.632414277
2025,Red,Carignan,STELLENBOSCH  ,High,11517,0
2025,Red,Cinsaut,STELLENBOSCH  ,High,10791,7.315549254
2025,Red,Gamay noir,STELLENBOSCH  ,High,10791,6.642633342
2025,Red,Merlot,STELLENBOSCH  ,High,13696,6.613480924
2025,Red,Petit Verdot,STELLENBOSCH  ,High,12969,5.586133104
2025,Red,Pinot noir,STELLENBOSCH  ,High,10791,4.470132118
2025,Red,Pinotage,STELLENBOSCH  ,High,12969,4.898691969
2025,Red,Roobernet,STELLENBOSCH  ,High,7055,2.917788064
2025,Red,Ruby Cabernet,STELLENBOSCH  ,High,5603,6.784304763
2025,Red,Shiraz,STELLENBOSCH  ,High,9338,4.341631119
2025,Red,Tinta Barocca,STELLENBOSCH  ,High,7885,3.772121088
2025,Red,Other Red,STELLENBOSCH  ,High,10064,4.119078911
2025,White,Bukettraube,CAPE SOUTH COAST,Low ,7768,28.10008732
2025,White,Crouchen,CAPE SOUTH COAST,Low ,11518,1.67390522
2025,White,Chardonnay,CAPE SOUTH COAST,Low ,8613,5.785411266
2025,White,Chenin Blanc,CAPE SOUTH COAST,Low ,4151,5.604221774
2025,White,Clairette blanche,CAPE SOUTH COAST,Low ,6330,5.143443998
2025,White,Colombar,CAPE SOUTH COAST,Low ,4151,6.056868942
2025,White,Palomino,CAPE SOUTH COAST,Low ,7768,13.93128617
2025,White,Gewurztraminer,CAPE SOUTH COAST,Low ,6330,1.654080579
2025,White,Muscat d'Alexandrie,CAPE SOUTH COAST,Low ,3425,7.034381804
2025,White,Muscat de Frontignan,CAPE SOUTH COAST,Low ,4877,4.78359677
2025,White,Pinot gris,CAPE SOUTH COAST,Low ,5750,0
2025,White,Sauvignon blanc,CAPE SOUTH COAST,Low ,7886,4.513030272
2025,White,Sémillon,CAPE SOUTH COAST,Low ,7886,4.966120894
2025,White,Viognier,CAPE SOUTH COAST,Low ,8613,5.675594663
2025,White,Riesling,CAPE SOUTH COAST,Low ,4877,3.861790257
2025,White,Other White,CAPE SOUTH COAST,Low ,4877,4.78359677
2025,Red,Cabernet Franc,CAPE SOUTH COAST,Low ,17328,6.740954404
2025,Red,Cabernet Sauvignon,CAPE SOUTH COAST,Low ,5604,5.632414277
2025,Red,Carignan,CAPE SOUTH COAST,Low ,5604,4.068790358
2025,Red,Cinsaut,CAPE SOUTH COAST,Low ,7056,7.315549254
2025,Red,Gamay noir,CAPE SOUTH COAST,Low ,10065,7.635756099
2025,Red,Merlot,CAPE SOUTH COAST,Low ,9339,6.613480924
2025,Red,Petit Verdot,CAPE SOUTH COAST,Low ,8613,4.422347885
2025,Red,Pinot noir,CAPE SOUTH COAST,Low ,8613,5.017758724
2025,Red,Pinotage,CAPE SOUTH COAST,Low ,6330,4.898691969
2025,Red,Roobernet,CAPE SOUTH COAST,Low ,10137,2.917788064
2025,Red,Ruby Cabernet,CAPE SOUTH COAST,Low ,4877,6.784304763
2025,Red,Shiraz,CAPE SOUTH COAST,Low ,7886,4.341631119
2025,Red,Tinta Barocca,CAPE SOUTH COAST,Low ,4877,3.772121088
2025,Red,Other Red,CAPE SOUTH COAST,Low ,4877,4.119078911
2025,White,Bukettraube,CAPE SOUTH COAST,High,7055,28.10008732
2025,White,Crouchen,CAPE SOUTH COAST,High,14422,1.67390522
2025,White,Chardonnay,CAPE SOUTH COAST,High,10064,5.785411266
2025,White,Chenin Blanc,CAPE SOUTH COAST,High,5603,5.604221774
2025,White,Clairette blanche,CAPE SOUTH COAST,High,7055,5.143443998
2025,White,Colombar,CAPE SOUTH COAST,High,4876,6.056868942
2025,White,Palomino,CAPE SOUTH COAST,High,8612,13.93128617
2025,White,Gewurztraminer,CAPE SOUTH COAST,High,7055,1.654080579
2025,White,Muscat d'Alexandrie,CAPE SOUTH COAST,High,7055,7.034381804
2025,White,Muscat de Frontignan,CAPE SOUTH COAST,High,5603,4.78359677
2025,White,Pinot gris,CAPE SOUTH COAST,High,7055,0
2025,White,Sauvignon blanc,CAPE SOUTH COAST,High,12969,4.513030272
2025,White,Sémillon,CAPE SOUTH COAST,High,11517,4.966120894
2025,White,Viognier,CAPE SOUTH COAST,High,13696,5.675594663
2025,White,Riesling,CAPE SOUTH COAST,High,9338,3.861790257
2025,White,Other White,CAPE SOUTH COAST,High,7055,4.78359677
2025,Red,Cabernet Franc,CAPE SOUTH COAST,High,19506,6.740954404
2025,Red,Cabernet Sauvignon,CAPE SOUTH COAST,High,10064,5.632414277
2025,Red,Carignan,CAPE SOUTH COAST,High,6329,4.068790358
2025,Red,Cinsaut,CAPE SOUTH COAST,High,10064,7.315549254
2025,Red,Gamay noir,CAPE SOUTH COAST,High,10791,7.635756099
2025,Red,Merlot,CAPE SOUTH COAST,High,10064,6.613480924
2025,Red,Petit Verdot,CAPE SOUTH COAST,High,9338,4.422347885
2025,Red,Pinot noir,CAPE SOUTH COAST,High,14422,5.017758724
2025,Red,Pinotage,CAPE SOUTH COAST,High,8612,4.898691969
2025,Red,Roobernet,CAPE SOUTH COAST,High,7055,2.917788064
2025,Red,Ruby Cabernet,CAPE SOUTH COAST,High,5603,6.784304763
2025,Red,Shiraz,CAPE SOUTH COAST,High,12243,4.341631119
2025,Red,Tinta Barocca,CAPE SOUTH COAST,High,5603,3.772121088
2025,Red,Other Red,CAPE SOUTH COAST,High,8612,4.119078911
2025,White,Bukettraube,CAPE TOWN,Low ,7768,28.10008732
2025,White,Crouchen,CAPE TOWN,Low ,11518,1.67390522
2025,White,Chardonnay,CAPE TOWN,Low ,10065,5.045701223
2025,White,Chenin Blanc,CAPE TOWN,Low ,7056,5.31704904
2025,White,Clairette blanche,CAPE TOWN,Low ,9339,5.143443998
2025,White,Colombar,CAPE TOWN,Low ,7056,6.056868942
2025,White,Palomino,CAPE TOWN,Low ,7768,13.93128617
2025,White,Gewurztraminer,CAPE TOWN,Low ,10065,1.654080579
2025,White,Muscat d'Alexandrie,CAPE TOWN,Low ,8613,7.034381804
2025,White,Muscat de Frontignan,CAPE TOWN,Low ,4877,4.78359677
2025,White,Pinot gris,CAPE TOWN,Low ,6330,2.419137109
2025,White,Sauvignon blanc,CAPE TOWN,Low ,7886,4.096936392
2025,White,Sémillon,CAPE TOWN,Low ,7886,1.883860512
2025,White,Viognier,CAPE TOWN,Low ,5604,5.675594663
2025,White,Riesling,CAPE TOWN,Low ,10792,2.726652085
2025,White,Other White,CAPE TOWN,Low ,6330,4.78359677
2025,Red,Cabernet Franc,CAPE TOWN,Low ,9339,6.132439075
2025,Red,Cabernet Sauvignon,CAPE TOWN,Low ,9339,4.52323582
2025,Red,Carignan,CAPE TOWN,Low ,9808,4.068790358
2025,Red,Cinsaut,CAPE TOWN,Low ,8613,7.315549254
2025,Red,Gamay noir,CAPE TOWN,Low ,10065,0
2025,Red,Merlot,CAPE TOWN,Low ,8613,6.613480924
2025,Red,Petit Verdot,CAPE TOWN,Low ,8613,3.394589134
2025,Red,Pinot noir,CAPE TOWN,Low ,8613,4.577402463
2025,Red,Pinotage,CAPE TOWN,Low ,8613,4.898691969
2025,Red,Roobernet,CAPE TOWN,Low ,9808,2.917788064
2025,Red,Ruby Cabernet,CAPE TOWN,Low ,9808,6.784304763
2025,Red,Shiraz,CAPE TOWN,Low ,6330,4.341631119
2025,Red,Tinta Barocca,CAPE TOWN,Low ,7056,3.772121088
2025,Red,Other Red,CAPE TOWN,Low ,8613,4.119078911
2025,White,Bukettraube,CAPE TOWN,High,7885,28.10008732
2025,White,Crouchen,CAPE TOWN,High,14422,1.67390522
2025,White,Chardonnay,CAPE TOWN,High,12243,5.045701223
2025,White,Chenin Blanc,CAPE TOWN,High,9338,5.31704904
2025,White,Clairette blanche,CAPE TOWN,High,10064,5.143443998
2025,White,Colombar,CAPE TOWN,High,7885,6.056868942
2025,White,Palomino,CAPE TOWN,High,8612,13.93128617
2025,White,Gewurztraminer,CAPE TOWN,High,10791,1.654080579
2025,White,Muscat d'Alexandrie,CAPE TOWN,High,11517,7.034381804
2025,White,Muscat de Frontignan,CAPE TOWN,High,5603,4.78359677
2025,White,Pinot gris,CAPE TOWN,High,8612,2.419137109
2025,White,Sauvignon blanc,CAPE TOWN,High,10791,4.096936392
2025,White,Sémillon,CAPE TOWN,High,10791,1.883860512
2025,White,Viognier,CAPE TOWN,High,8612,5.675594663
2025,White,Riesling,CAPE TOWN,High,13696,2.726652085
2025,White,Other White,CAPE TOWN,High,7885,4.78359677
2025,Red,Cabernet Franc,CAPE TOWN,High,15148,6.132439075
2025,Red,Cabernet Sauvignon,CAPE TOWN,High,13696,4.52323582
2025,Red,Carignan,CAPE TOWN,High,11517,4.068790358
2025,Red,Cinsaut,CAPE TOWN,High,10791,7.315549254
2025,Red,Gamay noir,CAPE TOWN,High,10791,0
2025,Red,Merlot,CAPE TOWN,High,13696,6.613480924
2025,Red,Petit Verdot,CAPE TOWN,High,12969,3.394589134
2025,Red,Pinot noir,CAPE TOWN,High,10791,4.577402463
2025,Red,Pinotage,CAPE TOWN,High,12969,4.898691969
2025,Red,Roobernet,CAPE TOWN,High,7055,2.917788064
2025,Red,Ruby Cabernet,CAPE TOWN,High,5603,6.784304763
2025,Red,Shiraz,CAPE TOWN,High,9338,4.341631119
2025,Red,Tinta Barocca,CAPE TOWN,High,7885,3.772121088
2025,Red,Other Red,CAPE TOWN,High,10064,4.119078911
2025,White,Bukettraube,SWARTLAND     ,Low ,5178,13.86294361
2025,White,Crouchen,SWARTLAND     ,Low ,11518,1.67390522
2025,White,Chardonnay,SWARTLAND     ,Low ,6330,4.741847041
2025,White,Chenin Blanc,SWARTLAND     ,Low ,4151,5.166753305
2025,White,Clairette blanche,SWARTLAND     ,Low ,10792,5.143443998
2025,White,Colombar,SWARTLAND     ,Low ,4877,6.056868942
2025,White,Palomino,SWARTLAND     ,Low ,19507,13.93128617
