YEAR,Wine Class,Grape Variety,Region,Band,Income_R_per_t
2025,Red,Cabernet Franc,STELLENBOSCH  ,High,15148
2025,Red,Cabernet Sauvignon,STELLENBOSCH  ,High,13696
2025,Red,Carignan,STELLENBOSCH  ,High,11517
2025,Red,Cinsaut,STELLENBOSCH  ,High,10791
2025,Red,Gamay noir,STELLENBOSCH  ,High,10791
2025,Red,Merlot,STELLENBOSCH  ,High,13696
2025,Red,Petit Verdot,STELLENBOSCH  ,High,12969
2025,Red,Pinot noir,STELLENBOSCH  ,High,10791
2025,Red,Pinotage,STELLENBOSCH  ,High,12969
2025,Red,Roobernet,STELLENBOSCH  ,High,7055
2025,Red,Ruby Cabernet,STELLENBOSCH  ,High,5603
2025,Red,Shiraz,STELLENBOSCH  ,High,9338
2025,Red,Tinta Barocca,STELLENBOSCH  ,High,7885
2025,Red,Other Red,STELLENBOSCH  ,High,10064
2025,White,Bukettraube,CAPE SOUTH COAST,Low ,7768
2025,White,Crouchen,CAPE SOUTH COAST,Low ,11518
2025,White,Chardonnay,CAPE SOUTH COAST,Low ,8613
2025,White,Chenin Blanc,CAPE SOUTH COAST,Low ,4151
2025,White,Clairette blanche,CAPE SOUTH COAST,Low ,6330
2025,White,Colombar,CAPE SOUTH COAST,Low ,4151
2025,White,Palomino,CAPE SOUTH COAST,Low ,7768
2025,White,Gewurztraminer,CAPE SOUTH COAST,Low ,6330
2025,White,Muscat d'Alexandrie,CAPE SOUTH COAST,Low ,3425
2025,White,Muscat de Frontignan,CAPE SOUTH COAST,Low ,4877
2025,White,Pinot gris,CAPE SOUTH COAST,Low ,5750
2025,White,Sauvignon blanc,CAPE SOUTH COAST,Low ,7886
2025,White,Sémillon,CAPE SOUTH COAST,Low ,7886
2025,White,Viognier,CAPE SOUTH COAST,Low ,8613
2025,White,Riesling,CAPE SOUTH COAST,Low ,4877
2025,White,Other White,CAPE SOUTH COAST,Low ,4877
2025,Red,Cabernet Franc,CAPE SOUTH COAST,Low ,17328
2025,Red,Cabernet Sauvignon,CAPE SOUTH COAST,Low ,5604
2025,Red,Carignan,CAPE SOUTH COAST,Low ,5604
2025,Red,Cinsaut,CAPE SOUTH COAST,Low ,7056
2025,Red,Gamay noir,CAPE SOUTH COAST,Low ,10065
2025,Red,Merlot,CAPE SOUTH COAST,Low ,9339
2025,Red,Petit Verdot,CAPE SOUTH COAST,Low ,8613
2025,Red,Pinot noir,CAPE SOUTH COAST,Low ,8613
2025,Red,Pinotage,CAPE SOUTH COAST,Low ,6330
2025,Red,Roobernet,CAPE SOUTH COAST,Low ,10137
2025,Red,Ruby Cabernet,CAPE SOUTH COAST,Low ,4877
2025,Red,Shiraz,CAPE SOUTH COAST,Low ,7886
2025,Red,Tinta Barocca,CAPE SOUTH COAST,Low ,4877
2025,Red,Other Red,CAPE SOUTH COAST,Low ,4877
2025,White,Bukettraube,CAPE SOUTH COAST,High,7055
2025,White,Crouchen,CAPE SOUTH COAST,High,14422
2025,White,Chardonnay,CAPE SOUTH COAST,High,10064
2025,White,Chenin Blanc,CAPE SOUTH COAST,High,5603
2025,White,Clairette blanche,CAPE SOUTH COAST,High,7055
2025,White,Colombar,CAPE SOUTH COAST,High,4876
2025,White,Palomino,CAPE SOUTH COAST,High,8612
2025,White,Gewurztraminer,CAPE SOUTH COAST,High,7055
2025,White,Muscat d'Alexandrie,CAPE SOUTH COAST,High,7055
2025,White,Muscat de Frontignan,CAPE SOUTH COAST,High,5603
2025,White,Pinot gris,CAPE SOUTH COAST,High,7055
2025,White,Sauvignon blanc,CAPE SOUTH COAST,High,12969
2025,White,Sémillon,CAPE SOUTH COAST,High,11517
2025,White,Viognier,CAPE SOUTH COAST,High,13696
2025,White,Riesling,CAPE SOUTH COAST,High,9338
2025,White,Other White,CAPE SOUTH COAST,High,7055
2025,Red,Cabernet Franc,CAPE SOUTH COAST,High,19506
2025,Red,Cabernet Sauvignon,CAPE SOUTH COAST,High,10064
2025,Red,Carignan,CAPE SOUTH COAST,High,6329
2025,Red,Cinsaut,CAPE SOUTH COAST,High,10064
2025,Red,Gamay noir,CAPE SOUTH COAST,High,10791
2025,Red,Merlot,CAPE SOUTH COAST,High,10064
2025,Red,Petit Verdot,CAPE SOUTH COAST,High,9338
2025,Red,Pinot noir,CAPE SOUTH COAST,High,14422
2025,Red,Pinotage,CAPE SOUTH COAST,High,8612
2025,Red,Roobernet,CAPE SOUTH COAST,High,7055
2025,Red,Ruby Cabernet,CAPE SOUTH COAST,High,5603
2025,Red,Shiraz,CAPE SOUTH COAST,High,12243
2025,Red,Tinta Barocca,CAPE SOUTH COAST,High,5603
2025,Red,Other Red,CAPE SOUTH COAST,High,8612
2025,White,Bukettraube,CAPE TOWN,Low ,7768
2025,White,Crouchen,CAPE TOWN,Low ,11518
2025,White,Chardonnay,CAPE TOWN,Low ,10065
2025,White,Chenin Blanc,CAPE TOWN,Low ,7056
2025,White,Clairette blanche,CAPE TOWN,Low ,9339
2025,White,Colombar,CAPE TOWN,Low ,7056
2025,White,Palomino,CAPE TOWN,Low ,7768
2025,White,Gewurztraminer,CAPE TOWN,Low ,10065
2025,White,Muscat d'Alexandrie,CAPE TOWN,Low ,8613
2025,White,Muscat de Frontignan,CAPE TOWN,Low ,4877
2025,White,Pinot gris,CAPE TOWN,Low ,6330
2025,White,Sauvignon blanc,CAPE TOWN,Low ,7886
2025,White,Sémillon,CAPE TOWN,Low ,7886
2025,White,Viognier,CAPE TOWN,Low ,5604
2025,White,Riesling,CAPE TOWN,Low ,10792
2025,White,Other White,CAPE TOWN,Low ,6330
2025,Red,Cabernet Franc,CAPE TOWN,Low ,9339
2025,Red,Cabernet Sauvignon,CAPE TOWN,Low ,9339
2025,Red,Carignan,CAPE TOWN,Low ,9808
2025,Red,Cinsaut,CAPE TOWN,Low ,8613
2025,Red,Gamay noir,CAPE TOWN,Low ,10065
2025,Red,Merlot,CAPE TOWN,Low ,8613
2025,Red,Petit Verdot,CAPE TOWN,Low ,8613
2025,Red,Pinot noir,CAPE TOWN,Low ,8613
2025,Red,Pinotage,CAPE TOWN,Low ,8613
2025,Red,Roobernet,CAPE TOWN,Low ,9808
2025,Red,Ruby Cabernet,CAPE TOWN,Low ,9808
2025,Red,Shiraz,CAPE TOWN,Low ,6330
2025,Red,Tinta Barocca,CAPE TOWN,Low ,7056
2025,Red,Other Red,CAPE TOWN,Low ,8613
2025,White,Bukettraube,CAPE TOWN,High,7885
2025,White,Crouchen,CAPE TOWN,High,14422
2025,White,Chardonnay,CAPE TOWN,High,12243
2025,White,Chenin Blanc,CAPE TOWN,High,9338
2025,White,Clairette blanche,CAPE TOWN,High,10064
2025,White,Colombar,CAPE TOWN,High,7885
2025,White,Palomino,CAPE TOWN,High,8612
2025,White,Gewurztraminer,CAPE TOWN,High,10791
2025,White,Muscat d'Alexandrie,CAPE TOWN,High,11517
2025,White,Muscat de Frontignan,CAPE TOWN,High,5603
2025,White,Pinot gris,CAPE TOWN,High,8612
2025,White,Sauvignon blanc,CAPE TOWN,High,10791
2025,White,Sémillon,CAPE TOWN,High,10791
2025,White,Viognier,CAPE TOWN,High,8612
2025,White,Riesling,CAPE TOWN,High,13696
2025,White,Other White,CAPE TOWN,High,7885
2025,Red,Cabernet Franc,CAPE TOWN,High,15148
2025,Red,Cabernet Sauvignon,CAPE TOWN,High,13696
2025,Red,Carignan,CAPE TOWN,High,11517
2025,Red,Cinsaut,CAPE TOWN,High,10791
2025,Red,Gamay noir,CAPE TOWN,High,10791
2025,Red,Merlot,CAPE TOWN,High,13696
2025,Red,Petit Verdot,CAPE TOWN,High,12969
2025,Red,Pinot noir,CAPE TOWN,High,10791
2025,Red,Pinotage,CAPE TOWN,High,12969
2025,Red,Roobernet,CAPE TOWN,High,7055
2025,Red,Ruby Cabernet,CAPE TOWN,High,5603
2025,Red,Shiraz,CAPE TOWN,High,9338
2025,Red,Tinta Barocca,CAPE TOWN,High,7885
2025,Red,Other Red,CAPE TOWN,High,10064
2025,White,Bukettraube,SWARTLAND     ,Low ,5178
2025,White,Crouchen,SWARTLAND     ,Low ,11518
2025,White,Chardonnay,SWARTLAND     ,Low ,6330
2025,White,Chenin Blanc,SWARTLAND     ,Low ,4151
2025,White,Clairette blanche,SWARTLAND     ,Low ,10792
2025,White,Colombar,SWARTLAND     ,Low ,4877
2025,White,Palomino,SWARTLAND     ,Low ,19507
2025,White,Gewurztraminer,SWARTLAND     ,Low ,6330
2025,White,Muscat d'Alexandrie,SWARTLAND     ,Low ,4877
2025,White,Muscat de Frontignan,SWARTLAND     ,Low ,5604
2025,White,Pinot gris,SWARTLAND     ,Low ,5604
2025,White,Sauvignon blanc,SWARTLAND     ,Low ,6330
2025,White,Sémillon,SWARTLAND     ,Low ,9339
2025,White,Viognier,SWARTLAND     ,Low ,4877
2025,White,Riesling,SWARTLAND     ,Low ,19507
2025,White,Other White,SWARTLAND     ,Low ,4877
2025,Red,Cabernet Franc,SWARTLAND     ,Low ,5604
2025,Red,Cabernet Sauvignon,SWARTLAND     ,Low ,6330
2025,Red,Carignan,SWARTLAND     ,Low ,5604
2025,Red,Cinsaut,SWARTLAND     ,Low ,5604
2025,Red,Gamay noir,SWARTLAND     ,Low ,10065
2025,Red,Merlot,SWARTLAND     ,Low ,5604
2025,Red,Petit Verdot,SWARTLAND     ,Low ,6330
2025,Red,Pinot noir,SWARTLAND     ,Low ,7056
2025,Red,Pinotage,SWARTLAND     ,Low ,5604
2025,Red,Roobernet,SWARTLAND     ,Low ,6330
2025,Red,Ruby Cabernet,SWARTLAND     ,Low ,4151
2025,Red,Shiraz,SWARTLAND     ,Low ,5604
2025,Red,Tinta Barocca,SWARTLAND     ,Low ,4877
2025,Red,Other Red,SWARTLAND     ,Low ,5604
2025,White,Bukettraube,SWARTLAND     ,High,6329
2025,White,Crouchen,SWARTLAND     ,High,14422
2025,White,Chardonnay,SWARTLAND     ,High,8612
2025,White,Chenin Blanc,SWARTLAND     ,High,5603
2025,White,Clairette blanche,SWARTLAND     ,High,15148
2025,White,Colombar,SWARTLAND     ,High,5603
2025,White,Palomino,SWARTLAND     ,High,8612
2025,White,Gewurztraminer,SWARTLAND     ,High,7055
2025,White,Muscat d'Alexandrie,SWARTLAND     ,High,7885
2025,White,Muscat de Frontignan,SWARTLAND     ,High,6329
2025,White,Pinot gris,SWARTLAND     ,High,6329
2025,White,Sauvignon blanc,SWARTLAND     ,High,7885
2025,White,Sémillon,SWARTLAND     ,High,11517
2025,White,Viognier,SWARTLAND     ,High,6329
2025,White,Riesling,SWARTLAND     ,High,13696
2025,White,Other White,SWARTLAND     ,High,6329
2025,Red,Cabernet Franc,SWARTLAND     ,High,7055
2025,Red,Cabernet Sauvignon,SWARTLAND     ,High,8612
2025,Red,Carignan,SWARTLAND     ,High,12969
2025,Red,Cinsaut,SWARTLAND     ,High,7885
2025,Red,Gamay noir,SWARTLAND     ,High,10791
2025,Red,Merlot,SWARTLAND     ,High,8612
2025,Red,Petit Verdot,SWARTLAND     ,High,9338
2025,Red,Pinot noir,SWARTLAND     ,High,10064
2025,Red,Pinotage,SWARTLAND     ,High,6329
2025,Red,Roobernet,SWARTLAND     ,High,7055
2025,Red,Ruby Cabernet,SWARTLAND     ,High,4876
2025,Red,Shiraz,SWARTLAND     ,High,7885
2025,Red,Tinta Barocca,SWARTLAND     ,High,18780
2025,Red,Other Red,SWARTLAND     ,High,7885
