Year,Region,Category,Item,Avg_Cost,model_ready_blended_growth_percent
2025,WORCESTER,Algemene uitgawes,Admin - Sekuriteit,0,8.440610109
2025,WORCESTER,Algemene uitgawes,Administrasie,2772,8.440610109
2025,WORCESTER,Algemene uitgawes,Elektrisiteit,5700,7.802876085
2025,WORCESTER,Algemene uitgawes,"Grond-, eiendoms, munisipale belasting",436,9.308166905
2025,WORCESTER,Algemene uitgawes,Waterkoste / belasting,2660,2.187904486
2025,WORCESTER,Provision for renewal,Provision for renewal,20420,6.511346818
2025,WORCESTER,Total Expenditure,Total Expenditure,80017,
2025,OLIFANTSRIVER,Direkte koste,Gewasbeskerming (swam- en insekbeheer),4604,4.2029353
2025,OLIFANTSRIVER,Direkte koste,Herstel- en bindmateriaal,341,0.724737359
2025,OLIFANTSRIVER,Direkte koste,Koelkamer huur,0,0
2025,OLIFANTSRIVER,Direkte koste,"Kunsmis, blaar- en grondontledings",5109,9.799815834
2025,OLIFANTSRIVER,Direkte koste,Onkruiddoder,762,1.947660253
2025,OLIFANTSRIVER,Direkte koste,Pakmateriaal,0,0
2025,OLIFANTSRIVER,Direkte koste,"Saad, organiese bemesting en materiaal",1261,10.47581964
2025,OLIFANTSRIVER,Direkte koste,Veevoer en medisyne / Droogmiddels,0,0
2025,OLIFANTSRIVER,Arbeid,Permanente arbeid,9087,3.543987035
2025,OLIFANTSRIVER,Arbeid,Seisoensarbeid en kontrakwerk,3751,5.525992581
2025,OLIFANTSRIVER,Arbeid,Toesig en bestuurshulp,1901,1.519005269
2025,OLIFANTSRIVER,Meganisasie,Brandstof (petrol en diesel) en smeermiddels,4987,2.019081984
2025,OLIFANTSRIVER,Meganisasie,Herstel. onderdele en reparasies,5259,8.178576351
2025,OLIFANTSRIVER,Meganisasie,Lisensies en versekering - Voertuie / losbates,1462,2.768152562
2025,OLIFANTSRIVER,Meganisasie,Vervoer gehuur,871,-13.32471777
2025,OLIFANTSRIVER,Vaste verbeteringe,Herstelwerk en onderhoud (vaste verbeteringe),1196,-2.771019874
2025,OLIFANTSRIVER,Vaste verbeteringe,Verskering - vaste verbeteringe,733,3.069502344
2025,OLIFANTSRIVER,Algemene uitgawes,Admin - Akkreditasie en nakomingskostes,0,1.865976725
2025,OLIFANTSRIVER,Algemene uitgawes,Admin - Sekuriteit,0,1.865976725
2025,OLIFANTSRIVER,Algemene uitgawes,Administrasie,2254,1.865976725
2025,OLIFANTSRIVER,Algemene uitgawes,Elektrisiteit,6899,11.12945398
2025,OLIFANTSRIVER,Algemene uitgawes,"Grond-, eiendoms, munisipale belasting",351,0.53487281
2025,OLIFANTSRIVER,Algemene uitgawes,Waterkoste / belasting,3482,4.58222248
2025,OLIFANTSRIVER,Provision for renewal,Provision for renewal,19150,5.769334013
2025,OLIFANTSRIVER,Total Expenditure,Total Expenditure,73460,
2025,NORTHERN CAPE,Direkte koste,Gewasbeskerming (swam- en insekbeheer),2980,9.264412214
2025,NORTHERN CAPE,Direkte koste,Herstel- en bindmateriaal,438,2.491180569
2025,NORTHERN CAPE,Direkte koste,Koelkamer huur,0,0
2025,NORTHERN CAPE,Direkte koste,"Kunsmis, blaar- en grondontledings",5116,15.09342714
2025,NORTHERN CAPE,Direkte koste,Onkruiddoder,793,3.897316865
2025,NORTHERN CAPE,Direkte koste,Pakmateriaal,0,0
2025,NORTHERN CAPE,Direkte koste,"Saad, organiese bemesting en materiaal",93,4.747900191
2025,NORTHERN CAPE,Direkte koste,Veevoer en medisyne / Droogmiddels,0,0
2025,NORTHERN CAPE,Arbeid,Permanente arbeid,11812,6.761874445
2025,NORTHERN CAPE,Arbeid,Seisoensarbeid en kontrakwerk,20425,10.20993161
2025,NORTHERN CAPE,Arbeid,Toesig en bestuurshulp,5035,16.28678691
2025,NORTHERN CAPE,Meganisasie,Brandstof (petrol en diesel) en smeermiddels,6756,5.507455357
2025,NORTHERN CAPE,Meganisasie,Herstel. onderdele en reparasies,5578,8.39733999
2025,NORTHERN CAPE,Meganisasie,Lisensies en versekering - Voertuie / losbates,1597,5.729181835
2025,NORTHERN CAPE,Meganisasie,Vervoer gehuur,1988,16.51178088
2025,NORTHERN CAPE,Vaste verbeteringe,Herstelwerk en onderhoud (vaste verbeteringe),2384,25.13624147
2025,NORTHERN CAPE,Vaste verbeteringe,Verskering - vaste verbeteringe,1035,4.325230058
2025,NORTHERN CAPE,Algemene uitgawes,Admin - Akkreditasie en nakomingskostes,0,9.484726546
2025,NORTHERN CAPE,Algemene uitgawes,Admin - Sekuriteit,0,9.484726546
2025,NORTHERN CAPE,Algemene uitgawes,Administrasie,3977,9.484726546
2025,NORTHERN CAPE,Algemene uitgawes,Elektrisiteit,4671,10.62732294
2025,NORTHERN CAPE,Algemene uitgawes,"Grond-, eiendoms, munisipale belasting",619,4.068427507
2025,NORTHERN CAPE,Algemene uitgawes,Waterkoste / belasting,3733,8.214732317
2025,NORTHERN CAPE,Provision for renewal,Provision for renewal,19321,7.10038965
2025,NORTHERN CAPE,Total Expenditure,Total Expenditure,98351,
2025,KLEIN KAROO,Direkte koste,Gewasbeskerming (swam- en insekbeheer),4486,10.28716754
2025,KLEIN KAROO,Direkte koste,Herstel- en bindmateriaal,330,-4.062319957
2025,KLEIN KAROO,Direkte koste,Koelkamer huur,0,0
2025,KLEIN KAROO,Direkte koste,"Kunsmis, blaar- en grondontledings",3641,2.727992866
2025,KLEIN KAROO,Direkte koste,Onkruiddoder,963,16.29434201
2025,KLEIN KAROO,Direkte koste,Pakmateriaal,0,0
2025,KLEIN KAROO,Direkte koste,"Saad, organiese bemesting en materiaal",1377,7.39853734
2025,KLEIN KAROO,Direkte koste,Veevoer en medisyne / Droogmiddels,0,0
2025,KLEIN KAROO,Arbeid,Permanente arbeid,14302,8.888307499
2025,KLEIN KAROO,Arbeid,Seisoensarbeid en kontrakwerk,1737,-2.336653091
2025,KLEIN KAROO,Arbeid,Toesig en bestuurshulp,2378,3.989865523
2025,KLEIN KAROO,Meganisasie,Brandstof (petrol en diesel) en smeermiddels,5061,3.068564509
2025,KLEIN KAROO,Meganisasie,Herstel. onderdele en reparasies,4320,5.608014296
2025,KLEIN KAROO,Meganisasie,Lisensies en versekering - Voertuie / losbates,851,2.446429327
2025,KLEIN KAROO,Meganisasie,Vervoer gehuur,296,-6.91220531
2025,KLEIN KAROO,Vaste verbeteringe,Herstelwerk en onderhoud (vaste verbeteringe),2964,25.84828838
2025,KLEIN KAROO,Vaste verbeteringe,Verskering - vaste verbeteringe,745,4.127363309
2025,KLEIN KAROO,Algemene uitgawes,Admin - Akkreditasie en nakomingskostes,0,-9.873622151
2025,KLEIN KAROO,Algemene uitgawes,Admin - Sekuriteit,0,-9.873622151
2025,KLEIN KAROO,Algemene uitgawes,Administrasie,2514,-9.873622151
2025,KLEIN KAROO,Algemene uitgawes,Elektrisiteit,7501,11.97864389
2025,KLEIN KAROO,Algemene uitgawes,"Grond-, eiendoms, munisipale belasting",508,6.121954394
2025,KLEIN KAROO,Algemene uitgawes,Waterkoste / belasting,8853,5.17142424
2025,KLEIN KAROO,Provision for renewal,Provision for renewal,21974,7.390744131
2025,KLEIN KAROO,Total Expenditure,Total Expenditure,84801,
2025,PAARL,Direkte koste,Gewasbeskerming (swam- en insekbeheer),4808,9.194688377
2025,PAARL,Direkte koste,Herstel- en bindmateriaal,437,0.163269508
2025,PAARL,Direkte koste,Koelkamer huur,0,0
2025,PAARL,Direkte koste,"Kunsmis, blaar- en grondontledings",3592,13.62102897
2025,PAARL,Direkte koste,Onkruiddoder,2243,3.48816484
2025,PAARL,Direkte koste,Pakmateriaal,0,0
2025,PAARL,Direkte koste,"Saad, organiese bemesting en materiaal",526,6.260565795
2025,PAARL,Direkte koste,Veevoer en medisyne / Droogmiddels,0,0
2025,PAARL,Arbeid,Permanente arbeid,8723,3.110585393
2025,PAARL,Arbeid,Seisoensarbeid en kontrakwerk,10130,10.78085305
2025,PAARL,Arbeid,Toesig en bestuurshulp,4513,4.310845372
2025,PAARL,Meganisasie,Brandstof (petrol en diesel) en smeermiddels,4436,5.842235562
2025,PAARL,Meganisasie,Herstel. onderdele en reparasies,4804,1.902486738
2025,PAARL,Meganisasie,Lisensies en versekering - Voertuie / losbates,823,1.896859432
2025,PAARL,Meganisasie,Vervoer gehuur,749,1.727406842
2025,PAARL,Vaste verbeteringe,Herstelwerk en onderhoud (vaste verbeteringe),1441,6.885470687
2025,PAARL,Vaste verbeteringe,Verskering - vaste verbeteringe,521,4.67674986
2025,PAARL,Algemene uitgawes,Admin - Akkreditasie en nakomingskostes,0,1.968540067
2025,PAARL,Algemene uitgawes,Admin - Sekuriteit,0,1.968540067
2025,PAARL,Algemene uitgawes,Administrasie,2500,1.968540067
2025,PAARL,Algemene uitgawes,Elektrisiteit,5031,8.106820431
2025,PAARL,Algemene uitgawes,"Grond-, eiendoms, munisipale belasting",268,2.084928306
2025,PAARL,Algemene uitgawes,Waterkoste / belasting,950,2.749868777
2025,PAARL,Provision for renewal,Provision for renewal,18049,6.420179997
2025,PAARL,Total Expenditure,Total Expenditure,74544,
2025,STELLENBOSCH,Direkte koste,Gewasbeskerming (swam- en insekbeheer),5623,7.434472883
2025,STELLENBOSCH,Direkte koste,Herstel- en bindmateriaal,525,-17.92531398
2025,STELLENBOSCH,Direkte koste,Koelkamer huur,0,0
2025,STELLENBOSCH,Direkte koste,"Kunsmis, blaar- en grondontledings",2642,11.08174954
2025,STELLENBOSCH,Direkte koste,Onkruiddoder,1747,10.00484547
2025,STELLENBOSCH,Direkte koste,Pakmateriaal,0,0
2025,STELLENBOSCH,Direkte koste,"Saad, organiese bemesting en materiaal",861,8.291667955
2025,STELLENBOSCH,Direkte koste,Veevoer en medisyne / Droogmiddels,0,0
2025,STELLENBOSCH,Arbeid,Permanente arbeid,16753,6.115974758
2025,STELLENBOSCH,Arbeid,Seisoensarbeid en kontrakwerk,10902,6.777222785
2025,STELLENBOSCH,Arbeid,Toesig en bestuurshulp,5661,1.885989647
2025,STELLENBOSCH,Meganisasie,Brandstof (petrol en diesel) en smeermiddels,4008,2.58008725
2025,STELLENBOSCH,Meganisasie,Herstel. onderdele en reparasies,4833,4.756834132
2025,STELLENBOSCH,Meganisasie,Lisensies en versekering - Voertuie / losbates,981,8.224243219
2025,STELLENBOSCH,Meganisasie,Vervoer gehuur,355,0
2025,STELLENBOSCH,Vaste verbeteringe,Herstelwerk en onderhoud (vaste verbeteringe),2081,4.381490501
2025,STELLENBOSCH,Vaste verbeteringe,Verskering - vaste verbeteringe,553,10.77923308
2025,STELLENBOSCH,Algemene uitgawes,Admin - Akkreditasie en nakomingskostes,0,5.552043701
2025,STELLENBOSCH,Algemene uitgawes,Admin - Sekuriteit,0,5.552043701
2025,STELLENBOSCH,Algemene uitgawes,Administrasie,3937,5.552043701
2025,STELLENBOSCH,Algemene uitgawes,Elektrisiteit,2528,5.226135261
2025,STELLENBOSCH,Algemene uitgawes,"Grond-, eiendoms, munisipale belasting",588,1.117828329
2025,STELLENBOSCH,Algemene uitgawes,Waterkoste / belasting,1081,0.523425277
2025,STELLENBOSCH,Provision for renewal,Provision for renewal,17874,6.111967933
2025,STELLENBOSCH,Total Expenditure,Total Expenditure,83533,
2025,CAPE SOUTH COAST,Direkte koste,Gewasbeskerming (swam- en insekbeheer),8979,9.427015081
2025,CAPE SOUTH COAST,Direkte koste,Herstel- en bindmateriaal,483,2.529973105
2025,CAPE SOUTH COAST,Direkte koste,Koelkamer huur,0,0
2025,CAPE SOUTH COAST,Direkte koste,"Kunsmis, blaar- en grondontledings",3591,10.83352159
2025,CAPE SOUTH COAST,Direkte koste,Onkruiddoder,2526,9.095723199
2025,CAPE SOUTH COAST,Direkte koste,Pakmateriaal,0,0
2025,CAPE SOUTH COAST,Direkte koste,"Saad, organiese bemesting en materiaal",1345,4.073020108
2025,CAPE SOUTH COAST,Direkte koste,Veevoer en medisyne / Droogmiddels,0,0
2025,CAPE SOUTH COAST,Arbeid,Permanente arbeid,22940,9.323777444
2025,CAPE SOUTH COAST,Arbeid,Seisoensarbeid en kontrakwerk,10036,2.454273793
2025,CAPE SOUTH COAST,Arbeid,Toesig en bestuurshulp,8355,8.465347584
2025,CAPE SOUTH COAST,Meganisasie,Brandstof (petrol en diesel) en smeermiddels,5868,1.730103221
2025,CAPE SOUTH COAST,Meganisasie,Herstel. onderdele en reparasies,6007,4.183468302
2025,CAPE SOUTH COAST,Meganisasie,Lisensies en versekering - Voertuie / losbates,1198,0
2025,CAPE SOUTH COAST,Meganisasie,Vervoer gehuur,1428,8.981931124
2025,CAPE SOUTH COAST,Vaste verbeteringe,Herstelwerk en onderhoud (vaste verbeteringe),1792,5.757941535
2025,CAPE SOUTH COAST,Vaste verbeteringe,Verskering - vaste verbeteringe,1060,14.40640458
2025,CAPE SOUTH COAST,Algemene uitgawes,Admin - Akkreditasie en nakomingskostes,0,2.951360033
2025,CAPE SOUTH COAST,Algemene uitgawes,Admin - Sekuriteit,0,2.951360033
2025,CAPE SOUTH COAST,Algemene uitgawes,Administrasie,4413,2.951360033
2025,CAPE SOUTH COAST,Algemene uitgawes,Elektrisiteit,2561,1.190628162
2025,CAPE SOUTH COAST,Algemene uitgawes,"Grond-, eiendoms, munisipale belasting",684,8.481684723
2025,CAPE SOUTH COAST,Algemene uitgawes,Waterkoste / belasting,1030,12.13310244
2025,CAPE SOUTH COAST,Provision for renewal,Provision for renewal,21154,6.444641091
2025,CAPE SOUTH COAST,Total Expenditure,Total Expenditure,105450,
2025,CAPE TOWN,Direkte koste,Gewasbeskerming (swam- en insekbeheer),5049.76,7.434472883
2025,CAPE TOWN,Direkte koste,Herstel- en bindmateriaal,565.09,-17.92531398
2025,CAPE TOWN,Direkte koste,Koelkamer huur,0,0
2025,CAPE TOWN,Direkte koste,"Kunsmis, blaar- en grondontledings",2207.44,11.08174954
2025,CAPE TOWN,Direkte koste,Onkruiddoder,1859.06,10.00484547
2025,CAPE TOWN,Direkte koste,Pakmateriaal,78.87,0
2025,CAPE TOWN,Direkte koste,"Saad, organiese bemesting en materiaal",551.18,8.291667955
2025,CAPE TOWN,Direkte koste,Veevoer en medisyne / Droogmiddels,275.34,0
2025,CAPE TOWN,Arbeid,Permanente arbeid,11937.02,6.115974758
2025,CAPE TOWN,Arbeid,Seisoensarbeid en kontrakwerk,11263.92,6.777222785
2025,CAPE TOWN,Arbeid,Toesig en bestuurshulp,4536.81,1.885989647
2025,CAPE TOWN,Meganisasie,Brandstof (petrol en diesel) en smeermiddels,5069.73,2.58008725
2025,CAPE TOWN,Meganisasie,Herstel. onderdele en reparasies,5610.48,4.756834132
2025,CAPE TOWN,Meganisasie,Lisensies en versekering - Voertuie / losbates,1619.06,8.224243219
2025,CAPE TOWN,Meganisasie,Vervoer gehuur,514.59,0
2025,CAPE TOWN,Vaste verbeteringe,Herstelwerk en onderhoud (vaste verbeteringe),2024.9,4.381490501
2025,CAPE TOWN,Vaste verbeteringe,Verskering - vaste verbeteringe,693.83,10.77923308
2025,CAPE TOWN,Algemene uitgawes,Admin - Akkreditasie en nakomingskostes,349.71,5.552043701
2025,CAPE TOWN,Algemene uitgawes,Admin - Sekuriteit,700.31,5.552043701
2025,CAPE TOWN,Algemene uitgawes,Administrasie,4845.53,5.552043701
2025,CAPE TOWN,Algemene uitgawes,Elektrisiteit,2257.16,5.226135261
2025,CAPE TOWN,Algemene uitgawes,"Grond-, eiendoms, munisipale belasting",808.8,1.117828329
2025,CAPE TOWN,Algemene uitgawes,Waterkoste / belasting,983.85,0.523425277
2025,CAPE TOWN,Provision for renewal,Provision for renewal,17735,6.111967933
2025,CAPE TOWN,Total Expenditure,Total Expenditure,81537.44,
2025,SWARTLAND,Direkte koste,Gewasbeskerming (swam- en insekbeheer),4059,3.190326483
2025,SWARTLAND,Direkte koste,Herstel- en bindmateriaal,184,0.809688486
2025,SWARTLAND,Direkte koste,Koelkamer huur,0,0
2025,SWARTLAND,Direkte koste,"Kunsmis, blaar- en grondontledings",1994,1.69040635
2025,SWARTLAND,Direkte koste,Onkruiddoder,1651,12.48056165
2025,SWARTLAND,Direkte koste,Pakmateriaal,0,0
2025,SWARTLAND,Direkte koste,"Saad, organiese bemesting en materiaal",277,0
2025,SWARTLAND,Direkte koste,Veevoer en medisyne / Droogmiddels,0,0
2025,SWARTLAND,Arbeid,Permanente arbeid,9799,9.11870904
2025,SWARTLAND,Arbeid,Seisoensarbeid en kontrakwerk,5558,3.099032255
2025,SWARTLAND,Arbeid,Toesig en bestuurshulp,1443,3.582800102
2025,SWARTLAND,Meganisasie,Brandstof (petrol en diesel) en smeermiddels,3294,4.50845052
2025,SWARTLAND,Meganisasie,Herstel. onderdele en reparasies,2577,4.760492319
2025,SWARTLAND,Meganisasie,Lisensies en versekering - Voertuie / losbates,381,0.409875378
2025,SWARTLAND,Meganisasie,Vervoer gehuur,920,0.677434651
2025,SWARTLAND,Vaste verbeteringe,Herstelwerk en onderhoud (vaste verbeteringe),854,1.711672919
2025,SWARTLAND,Vaste verbeteringe,Verskering - vaste verbeteringe,232,0
2025,SWARTLAND,Algemene uitgawes,Admin - Akkreditasie en nakomingskostes,0,4.911119384
2025,SWARTLAND,Algemene uitgawes,Admin - Sekuriteit,0,4.911119384
2025,SWARTLAND,Algemene uitgawes,Administrasie,2535,4.911119384
2025,SWARTLAND,Algemene uitgawes,Elektrisiteit,1794,8.007233138
2025,SWARTLAND,Algemene uitgawes,"Grond-, eiendoms, munisipale belasting",267,9.959506725
2025,SWARTLAND,Algemene uitgawes,Waterkoste / belasting,1157,2.292527797
2025,SWARTLAND,Provision for renewal,Provision for renewal,14602,7.611940025
2025,SWARTLAND,Total Expenditure,Total Expenditure,53578,
