YEAR,Wine Class,Grape Variety,Region,Band,Income_R_per_t
2024,Red,Petit Verdot,STELLENBOSCH  ,High,12658
2024,Red,Pinot noir,STELLENBOSCH  ,High,9733
2024,Red,Pinotage,STELLENBOSCH  ,High,10388
2024,Red,Roobernet,STELLENBOSCH  ,High,11043
2024,Red,Ruby Cabernet,STELLENBOSCH  ,High,11043
2024,Red,Shiraz,STELLENBOSCH  ,High,7768
2024,Red,Tinta Barocca,STELLENBOSCH  ,High,11043
2024,Red,Other Red,STELLENBOSCH  ,High,11043
2024,White,Bukettraube,CAPE SOUTH COAST,Low ,7768
2024,White,Crouchen,CAPE SOUTH COAST,Low ,7768
2024,White,Chardonnay,CAPE SOUTH COAST,Low ,14441
2024,White,Chenin Blanc,CAPE SOUTH COAST,Low ,8945
2024,White,Clairette blanche,CAPE SOUTH COAST,Low ,7769
2024,White,Colombar,CAPE SOUTH COAST,Low ,7768
2024,White,Palomino,CAPE SOUTH COAST,Low ,7768
2024,White,Gewurztraminer,CAPE SOUTH COAST,Low ,5710
2024,White,Muscat d'Alexandrie,CAPE SOUTH COAST,Low ,9298
2024,White,Muscat de Frontignan,CAPE SOUTH COAST,Low ,7768
2024,White,Pinot gris,CAPE SOUTH COAST,Low ,5750
2024,White,Sauvignon blanc,CAPE SOUTH COAST,Low ,11717
2024,White,Sémillon,CAPE SOUTH COAST,Low ,10598
2024,White,Viognier,CAPE SOUTH COAST,Low ,13266
2024,White,Riesling,CAPE SOUTH COAST,Low ,12850
2024,White,Other White,CAPE SOUTH COAST,Low ,7768
2024,Red,Cabernet Franc,CAPE SOUTH COAST,Low ,16100
2024,Red,Cabernet Sauvignon,CAPE SOUTH COAST,Low ,12500
2024,Red,Carignan,CAPE SOUTH COAST,Low ,6000
2024,Red,Cinsaut,CAPE SOUTH COAST,Low ,5055
2024,Red,Gamay noir,CAPE SOUTH COAST,Low ,9734
2024,Red,Merlot,CAPE SOUTH COAST,Low ,11856
2024,Red,Petit Verdot,CAPE SOUTH COAST,Low ,7769
2024,Red,Pinot noir,CAPE SOUTH COAST,Low ,15246
2024,Red,Pinotage,CAPE SOUTH COAST,Low ,10388
2024,Red,Roobernet,CAPE SOUTH COAST,Low ,10137
2024,Red,Ruby Cabernet,CAPE SOUTH COAST,Low ,10137
2024,Red,Shiraz,CAPE SOUTH COAST,Low ,11542
2024,Red,Tinta Barocca,CAPE SOUTH COAST,Low ,10137
2024,Red,Other Red,CAPE SOUTH COAST,Low ,10137
2024,White,Bukettraube,CAPE SOUTH COAST,High,17500
2024,White,Crouchen,CAPE SOUTH COAST,High,17500
2024,White,Chardonnay,CAPE SOUTH COAST,High,19866
2024,White,Chenin Blanc,CAPE SOUTH COAST,High,9078
2024,White,Clairette blanche,CAPE SOUTH COAST,High,8423
2024,White,Colombar,CAPE SOUTH COAST,High,17500
2024,White,Palomino,CAPE SOUTH COAST,High,17500
2024,White,Gewurztraminer,CAPE SOUTH COAST,High,6364
2024,White,Muscat d'Alexandrie,CAPE SOUTH COAST,High,10388
2024,White,Muscat de Frontignan,CAPE SOUTH COAST,High,17500
2024,White,Pinot gris,CAPE SOUTH COAST,High,7113
2024,White,Sauvignon blanc,CAPE SOUTH COAST,High,13087
2024,White,Sémillon,CAPE SOUTH COAST,High,13500
2024,White,Viognier,CAPE SOUTH COAST,High,13454
2024,White,Riesling,CAPE SOUTH COAST,High,12946
2024,White,Other White,CAPE SOUTH COAST,High,17500
2024,Red,Cabernet Franc,CAPE SOUTH COAST,High,16557
2024,Red,Cabernet Sauvignon,CAPE SOUTH COAST,High,15629
2024,Red,Carignan,CAPE SOUTH COAST,High,6364
2024,Red,Cinsaut,CAPE SOUTH COAST,High,9078
2024,Red,Gamay noir,CAPE SOUTH COAST,High,10388
2024,Red,Merlot,CAPE SOUTH COAST,High,13100
2024,Red,Petit Verdot,CAPE SOUTH COAST,High,11699
2024,Red,Pinot noir,CAPE SOUTH COAST,High,20300
2024,Red,Pinotage,CAPE SOUTH COAST,High,12000
2024,Red,Roobernet,CAPE SOUTH COAST,High,11043
2024,Red,Ruby Cabernet,CAPE SOUTH COAST,High,11043
2024,Red,Shiraz,CAPE SOUTH COAST,High,12310
2024,Red,Tinta Barocca,CAPE SOUTH COAST,High,11043
2024,Red,Other Red,CAPE SOUTH COAST,High,11043
2024,White,Bukettraube,CAPE TOWN,Low ,7768
2024,White,Crouchen,CAPE TOWN,Low ,7768
2024,White,Chardonnay,CAPE TOWN,Low ,10227
2024,White,Chenin Blanc,CAPE TOWN,Low ,9078
2024,White,Clairette blanche,CAPE TOWN,Low ,7769
2024,White,Colombar,CAPE TOWN,Low ,7768
2024,White,Palomino,CAPE TOWN,Low ,7768
2024,White,Gewurztraminer,CAPE TOWN,Low ,5710
2024,White,Muscat d'Alexandrie,CAPE TOWN,Low ,10000
2024,White,Muscat de Frontignan,CAPE TOWN,Low ,7768
2024,White,Pinot gris,CAPE TOWN,Low ,7768
2024,White,Sauvignon blanc,CAPE TOWN,Low ,9581
2024,White,Sémillon,CAPE TOWN,Low ,8575
2024,White,Viognier,CAPE TOWN,Low ,9078
2024,White,Riesling,CAPE TOWN,Low ,7769
2024,White,Other White,CAPE TOWN,Low ,7768
2024,Red,Cabernet Franc,CAPE TOWN,Low ,7719
2024,Red,Cabernet Sauvignon,CAPE TOWN,Low ,8795
2024,Red,Carignan,CAPE TOWN,Low ,9808
2024,Red,Cinsaut,CAPE TOWN,Low ,7769
2024,Red,Gamay noir,CAPE TOWN,Low ,9734
2024,Red,Merlot,CAPE TOWN,Low ,10452
2024,Red,Petit Verdot,CAPE TOWN,Low ,8228
2024,Red,Pinot noir,CAPE TOWN,Low ,9055
2024,Red,Pinotage,CAPE TOWN,Low ,9336
2024,Red,Roobernet,CAPE TOWN,Low ,9808
2024,Red,Ruby Cabernet,CAPE TOWN,Low ,9808
2024,Red,Shiraz,CAPE TOWN,Low ,7768
2024,Red,Tinta Barocca,CAPE TOWN,Low ,9808
2024,Red,Other Red,CAPE TOWN,Low ,9808
2024,White,Bukettraube,CAPE TOWN,High,8500
2024,White,Crouchen,CAPE TOWN,High,8500
2024,White,Chardonnay,CAPE TOWN,High,11699
2024,White,Chenin Blanc,CAPE TOWN,High,9462
2024,White,Clairette blanche,CAPE TOWN,High,8423
2024,White,Colombar,CAPE TOWN,High,8500
2024,White,Palomino,CAPE TOWN,High,8500
2024,White,Gewurztraminer,CAPE TOWN,High,6364
2024,White,Muscat d'Alexandrie,CAPE TOWN,High,10388
2024,White,Muscat de Frontignan,CAPE TOWN,High,17500
2024,White,Pinot gris,CAPE TOWN,High,8500
2024,White,Sauvignon blanc,CAPE TOWN,High,9733
2024,White,Sémillon,CAPE TOWN,High,10388
2024,White,Viognier,CAPE TOWN,High,9781
2024,White,Riesling,CAPE TOWN,High,8801
2024,White,Other White,CAPE TOWN,High,8500
2024,Red,Cabernet Franc,CAPE TOWN,High,12354
2024,Red,Cabernet Sauvignon,CAPE TOWN,High,15629
2024,Red,Carignan,CAPE TOWN,High,11043
2024,Red,Cinsaut,CAPE TOWN,High,9078
2024,Red,Gamay noir,CAPE TOWN,High,10388
2024,Red,Merlot,CAPE TOWN,High,12354
2024,Red,Petit Verdot,CAPE TOWN,High,11699
2024,Red,Pinot noir,CAPE TOWN,High,9733
2024,Red,Pinotage,CAPE TOWN,High,10388
2024,Red,Roobernet,CAPE TOWN,High,11043
2024,Red,Ruby Cabernet,CAPE TOWN,High,11043
2024,Red,Shiraz,CAPE TOWN,High,8696
2024,Red,Tinta Barocca,CAPE TOWN,High,11043
2024,Red,Other Red,CAPE TOWN,High,11043
2024,White,Bukettraube,SWARTLAND     ,Low ,5178
2024,White,Crouchen,SWARTLAND     ,Low ,5178
2024,White,Chardonnay,SWARTLAND     ,Low ,7317
2024,White,Chenin Blanc,SWARTLAND     ,Low ,5054
2024,White,Clairette blanche,SWARTLAND     ,Low ,12355
2024,White,Colombar,SWARTLAND     ,Low ,4241
2024,White,Palomino,SWARTLAND     ,Low ,5178
2024,White,Gewurztraminer,SWARTLAND     ,Low ,4400
2024,White,Muscat d'Alexandrie,SWARTLAND     ,Low ,3505
2024,White,Muscat de Frontignan,SWARTLAND     ,Low ,4108
2024,White,Pinot gris,SWARTLAND     ,Low ,5709
2024,White,Sauvignon blanc,SWARTLAND     ,Low ,7768
2024,White,Sémillon,SWARTLAND     ,Low ,9733
2024,White,Viognier,SWARTLAND     ,Low ,7028
2024,White,Riesling,SWARTLAND     ,Low ,5055
2024,White,Other White,SWARTLAND     ,Low ,5178
2024,Red,Cabernet Franc,SWARTLAND     ,Low ,6000
2024,Red,Cabernet Sauvignon,SWARTLAND     ,Low ,7242
2024,Red,Carignan,SWARTLAND     ,Low ,9078
2024,Red,Cinsaut,SWARTLAND     ,Low ,3745
2024,Red,Gamay noir,SWARTLAND     ,Low ,6662
2024,Red,Merlot,SWARTLAND     ,Low ,7631
2024,Red,Petit Verdot,SWARTLAND     ,Low ,7857
2024,Red,Pinot noir,SWARTLAND     ,Low ,8423
2024,Red,Pinotage,SWARTLAND     ,Low ,6052
2024,Red,Roobernet,SWARTLAND     ,Low ,5719
2024,Red,Ruby Cabernet,SWARTLAND     ,Low ,4200
2024,Red,Shiraz,SWARTLAND     ,Low ,6859
2024,Red,Tinta Barocca,SWARTLAND     ,Low ,5543
2024,Red,Other Red,SWARTLAND     ,Low ,6662
2024,White,Bukettraube,SWARTLAND     ,High,5709
2024,White,Crouchen,SWARTLAND     ,High,5709
2024,White,Chardonnay,SWARTLAND     ,High,7768
2024,White,Chenin Blanc,SWARTLAND     ,High,5298
2024,White,Clairette blanche,SWARTLAND     ,High,13046
2024,White,Colombar,SWARTLAND     ,High,4399
2024,White,Palomino,SWARTLAND     ,High,5709
2024,White,Gewurztraminer,SWARTLAND     ,High,5054
2024,White,Muscat d'Alexandrie,SWARTLAND     ,High,5054
2024,White,Muscat de Frontignan,SWARTLAND     ,High,5709
2024,White,Pinot gris,SWARTLAND     ,High,5723
2024,White,Sauvignon blanc,SWARTLAND     ,High,8091
2024,White,Sémillon,SWARTLAND     ,High,9959
2024,White,Viognier,SWARTLAND     ,High,7113
2024,White,Riesling,SWARTLAND     ,High,25262
2024,White,Other White,SWARTLAND     ,High,5709
2024,Red,Cabernet Franc,SWARTLAND     ,High,6364
2024,Red,Cabernet Sauvignon,SWARTLAND     ,High,12354
2024,Red,Carignan,SWARTLAND     ,High,15412
2024,Red,Cinsaut,SWARTLAND     ,High,6664
2024,Red,Gamay noir,SWARTLAND     ,High,7113
2024,Red,Merlot,SWARTLAND     ,High,7768
2024,Red,Petit Verdot,SWARTLAND     ,High,8423
2024,Red,Pinot noir,SWARTLAND     ,High,9028
2024,Red,Pinotage,SWARTLAND     ,High,6364
2024,Red,Roobernet,SWARTLAND     ,High,6364
2024,Red,Ruby Cabernet,SWARTLAND     ,High,5709
2024,Red,Shiraz,SWARTLAND     ,High,7768
2024,Red,Tinta Barocca,SWARTLAND     ,High,5709
2024,Red,Other Red,SWARTLAND     ,High,7113
